"workclass","occupation","capital-gain","capital-loss","hours-per-week","native-country","earnings-probability"
"Private","Prof-specialty",15024,0,75,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Mexico","<=50K"
"Private","Adm-clerical",2977,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,25,"United-States","<=50K"
"Private","Craft-repair",0,0,80,"United-States",">50K"
"Private","Sales",0,0,10,"United-States","<=50K"
"State-gov","Other-service",0,0,35,"United-States","<=50K"
"Private","Other-service",0,0,35,"Dominican-Republic","<=50K"
"Private","Machine-op-inspct",0,0,16,"United-States","<=50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Sales",0,0,40,"England","<=50K"
"Local-gov","Prof-specialty",0,0,50,"United-States",">50K"
"State-gov","Adm-clerical",0,0,12,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,30,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,35,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,72,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"Philippines","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,39,"United-States","<=50K"
"Private","Prof-specialty",0,0,48,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Machine-op-inspct",0,0,48,"United-States","<=50K"
"State-gov","Prof-specialty",8614,0,60,"United-States",">50K"
"Private","Sales",0,0,30,"United-States","<=50K"
"Private","Other-service",0,0,75,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Transport-moving",0,0,30,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,60,"United-States",">50K"
"State-gov","Prof-specialty",7688,0,38,"United-States",">50K"
"Self-emp-inc","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,55,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Local-gov","Protective-serv",0,0,56,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,60,"United-States","<=50K"
"Private","Sales",7298,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,44,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Cambodia",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,72,"United-States","<=50K"
"Private","Craft-repair",0,0,30,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Transport-moving",0,0,44,"United-States","<=50K"
"Private","Craft-repair",7688,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Craft-repair",7298,0,45,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,35,"United-States","<=50K"
"Private","Transport-moving",0,0,30,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,50,"United-States","<=50K"
"Private","Priv-house-serv",0,0,50,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,20,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,70,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,55,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,60,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,45,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",99999,0,60,"United-States",">50K"
"Private","Exec-managerial",0,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,1,"United-States","<=50K"
"Private","Sales",0,0,48,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,2258,40,"South","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,3,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",2597,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,45,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States",">50K"
"Private","Tech-support",0,0,45,"United-States",">50K"
"Local-gov","Exec-managerial",0,0,55,"United-States",">50K"
"Private","Prof-specialty",0,1902,43,"United-States",">50K"
"Private","Exec-managerial",0,0,24,"United-States","<=50K"
"Private","Other-service",0,0,40,"Philippines","<=50K"
"Local-gov","Prof-specialty",0,0,35,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,75,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,48,"United-States",">50K"
"Private","Sales",0,0,38,"United-States",">50K"
"State-gov","Adm-clerical",0,0,50,"United-States",">50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States",">50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,25,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"Poland","<=50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Other-service",0,0,25,"Ireland","<=50K"
"Self-emp-inc","Transport-moving",0,0,50,"United-States",">50K"
"Private","Craft-repair",2174,0,60,"United-States","<=50K"
"Private","Other-service",0,0,36,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,46,"United-States",">50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,40,"India","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,1,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"State-gov","Prof-specialty",0,0,20,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Puerto-Rico","<=50K"
"Private","Sales",0,0,30,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,60,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,30,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,15,"United-States","<=50K"
"Private","Tech-support",0,0,50,"United-States",">50K"
"Private","Sales",0,0,38,"United-States","<=50K"
"Private","Other-service",0,0,34,"United-States","<=50K"
"Federal-gov","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,38,"United-States","<=50K"
"State-gov","Protective-serv",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Machine-op-inspct",0,0,48,"United-States","<=50K"
"Private","Craft-repair",8614,0,39,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,33,"United-States","<=50K"
"Private","Other-service",0,0,27,"United-States","<=50K"
"Private","Craft-repair",0,0,41,"United-States",">50K"
"Private","Exec-managerial",0,1902,40,"United-States",">50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,1602,32,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Local-gov","Craft-repair",0,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,35,"Puerto-Rico","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,50,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,1848,50,"United-States",">50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Protective-serv",0,0,16,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,44,"United-States",">50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,44,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,10,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,80,"United-States",">50K"
"Private","Tech-support",0,0,30,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",7298,0,60,"United-States",">50K"
"State-gov","Adm-clerical",0,810,38,"United-States","<=50K"
"Private","Prof-specialty",3432,0,30,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Private","Adm-clerical",0,0,37,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Sales",0,0,60,"United-States","<=50K"
"Local-gov","Protective-serv",15024,0,56,"United-States",">50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Philippines","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,48,"United-States","<=50K"
"Private","Craft-repair",2885,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",15024,0,50,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,50,"Germany","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,35,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,30,"United-States",">50K"
"Federal-gov","Prof-specialty",0,0,72,"United-States",">50K"
"Private","Adm-clerical",0,0,46,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"State-gov","Craft-repair",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,2824,45,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"State-gov","Other-service",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,50,"Guatemala","<=50K"
"Private","Sales",0,0,45,"United-States",">50K"
"Self-emp-inc","Farming-fishing",0,0,65,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"Germany","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,12,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Transport-moving",14344,0,48,"United-States",">50K"
"Local-gov","Protective-serv",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Protective-serv",0,0,44,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,60,"United-States","<=50K"
"Private","Prof-specialty",0,0,10,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,60,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Portugal","<=50K"
"Private","Handlers-cleaners",0,0,25,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Priv-house-serv",0,0,40,"Mexico","<=50K"
"Private","Other-service",0,0,55,"Mexico","<=50K"
"Private","Machine-op-inspct",0,0,40,"Puerto-Rico","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Transport-moving",0,0,48,"United-States","<=50K"
"Private","Sales",0,0,32,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",7688,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",2228,0,37,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,25,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"Canada",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States",">50K"
"Private","Transport-moving",3103,0,55,"United-States",">50K"
"Self-emp-not-inc","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,36,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Private","Prof-specialty",0,1977,50,"United-States",">50K"
"Local-gov","Transport-moving",4064,0,22,"United-States","<=50K"
"Private","Prof-specialty",0,0,1,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,50,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"Philippines",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,2051,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,15,"United-States","<=50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Federal-gov","Tech-support",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,42,"China","<=50K"
"State-gov","Adm-clerical",0,0,40,"England","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Self-emp-inc","Exec-managerial",15024,0,55,"United-States",">50K"
"Local-gov","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Protective-serv",0,0,40,"United-States",">50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,45,"Germany",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Craft-repair",0,0,20,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
